UF,Cidade,País,Instituição,Formação,Área,Sub Área,Data Inscrição,Categoria,Inscrição,Credenciado,Data Credenciamento,Hora Credenciamento,Material,Inscrito,Código de Conduta,Com qual das opções abaixo você se identifica?,Como você classificaria seu nível de conhecimento em Python?,Como você se define?,Como você se identifica?,Direitos de conteúdo e imagem,Termo de consentimento para tratamento de dados pessoais,"Você possui alguma deficiência? Se sim, qual?",Você programa em Python?,Você trabalha com Python
MA,Timon,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Não respondeu,Não respondeu,Não respondeu,16/03/2025 16:55:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:37,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa negra,Homem,SIM,SIM,"Sim, deficiência visual",Há mais de três anos,Não
PI,São Raimundo Nonato,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 23:20:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:44,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Autismo,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não,Há mais de um ano,"Não, mas pretendo"
CE,Fortaleza,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,22/04/2025 19:06:00,INTEIRA - 2° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,Não Respondeu,Técnico,Não respondeu,Não respondeu,26/05/2025 11:40:00,Exclusivo da organização,Aprovado,sim,21/06/2025,11:32,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Esperantina,Brasil,UNIFSA - CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,Ensino Médio (2° grau),Ciências Exatas e da Terra,Ciência da Computação,13/06/2025 12:28:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:39,sim,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,28/05/2025 16:36:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:00,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa parda,Homem,SIM,SIM,Visão monocular,"Não programo em Python, mas sei programar em outras linguagens","Não, mas pretendo"
PI,Acauã,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Não respondeu,Não respondeu,Não respondeu,26/05/2025 01:53:00,Exclusivo da organização,Aprovado,sim,21/06/2025,11:27,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 17:33:00,PROMOCIONAL,Aprovado,sim,21/06/2025,14:21,sim,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu
PI,Piripiri,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/03/2025 19:59:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:05,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 16:38:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 00:54:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,22/06/2025,12:33,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Homem,SIM,SIM,Não respondeu,Não sei programar,Não
MA,Timon,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",Não respondeu,Não respondeu,Não respondeu,16/06/2025 04:05:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não,Há mais de um ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 16:41:00,PROMOCIONAL,Aprovado,sim,21/06/2025,09:21,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/05/2025 21:40:00,MEIA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens","Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,24/04/2025 21:22:00,INTEIRA - 2° LOTE,Aprovado,sim,21/06/2025,09:06,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",Ensino Médio (2° grau),Não respondeu,Não respondeu,17/02/2025 16:37:00,PROMOCIONAL,Aprovado,sim,21/06/2025,11:21,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,IFPI - INSTITUTO FEDERAL DO PIAUÍ - CAMPUS TERESINA CENTRAL,Ensino Médio (2° grau),Não respondeu,Não respondeu,18/02/2025 13:53:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:21,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Sim
SC,Blumenau,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,09/06/2025 17:10:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Prefiro não responder,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 14:50:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,09:23,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Ciências Exatas e da Terra,Ciência da Computação,23/05/2025 13:02:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:14,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens","Não, mas pretendo"
SP,São Carlos,Brasil,Não Respondeu,Graduação,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,SIM,Prefiro não responder,Avançado,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Não respondeu,Não respondeu,17/02/2025 17:24:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:33,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/05/2025 03:06:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,10:58,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Homem,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/05/2025 21:16:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:43,não,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Não
CE,Fortaleza,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,15/06/2025 14:49:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,09:10,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/04/2025 01:42:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,09:07,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,09/05/2025 01:27:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,08:32,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,São Raimundo Nonato,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",Graduação,Outra,Outra,07/05/2025 22:23:00,MEIA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
Não respondeu,Não respondeu,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 12:40:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:53,sim,sim,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu
SC,Florianópolis,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 13:38:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,08:30,sim,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PE,Jaboatão dos Guararapes,Brasil,FACULDADE DOS GUARARAPES,Graduação,Ciências Exatas e da Terra,Ciência da Computação,04/03/2025 20:35:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:47,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,23/05/2025 11:01:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:48,não,sim,SIM,Parte da comunidade LGBTQIA+,Ainda vou aprender,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,26/05/2025 21:27:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,Sim
PI,Teresina,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",Não respondeu,Não respondeu,Não respondeu,01/03/2025 13:55:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,10:31,sim,sim,SIM,Prefiro não responder,Intermediário,Uma pessoa branca,Prefiro não responder,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/06/2025 04:22:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Parnaíba,Brasil,UNIVERSIDADE ESTADUAL DO PIAUÍ,Não respondeu,Não respondeu,Não respondeu,06/03/2025 14:45:00,INTEIRA - 1° LOTE,Aprovado,sim,21/06/2025,09:15,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa negra,Homem,SIM,SIM,Não,Há mais de três anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/04/2025 17:02:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:58,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,Sim
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Não respondeu,Não respondeu,21/04/2025 22:28:00,INTEIRA - 2° LOTE,Aprovado,sim,21/06/2025,09:08,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/06/2025 14:38:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,10:31,não,sim,SIM,Parte da comunidade LGBTQIA+,Avançado,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,17/02/2025 22:32:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:33,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,28/04/2025 11:58:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:55,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não.,Há mais de um ano,"Não, mas pretendo"
PI,Parnaíba,Brasil,IFPI - INSTITUTO FEDERAL DO PIAUÍ - CAMPUS PARNAIBA,Não respondeu,Não respondeu,Não respondeu,30/04/2025 01:42:00,MEIA - 2° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
BA,Salvador,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",Graduação,Não respondeu,Não respondeu,17/02/2025 15:38:00,PROMOCIONAL,Aprovado,sim,21/06/2025,10:43,sim,sim,SIM,Parte da comunidade LGBTQIA+,Ainda vou aprender,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,Universidade Federal do Piauí,Graduação,Ciências Exatas e da Terra,Ciência da Computação,17/02/2025 15:25:00,PROMOCIONAL,Aprovado,sim,21/06/2025,11:01,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não,Comecei no último ano,"Não, mas pretendo"
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Não respondeu,Não respondeu,15/06/2025 20:48:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
MA,Timon,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Engenharias,Engenharia Elétrica,18/02/2025 14:56:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,09:58,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa negra,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
CE,Fortaleza,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,08/04/2025 03:15:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,11:20,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Não
SP,Jundiaí,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Pendente,não,Não credenciado,Não credenciado,não,não,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/05/2025 20:41:00,INTEIRA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa branca,Homem,SIM,SIM,Não,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Teresina,Brasil,Estácio Ceut,Graduação,Ciências Exatas e da Terra,Ciência da Computação,23/05/2025 19:37:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,14:22,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/04/2025 16:39:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,08:50,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Não
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,10/06/2025 12:21:00,Exclusivo da organização,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não,Comecei no último ano,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,21/02/2025 20:13:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,08:38,não,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Há mais de três anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PE,Recife,Brasil,UNIVERSIDADE SALVADOR,Graduação,Engenharias,Engenharia da Computação,17/02/2025 15:43:00,PROMOCIONAL,Aprovado,sim,21/06/2025,10:29,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa negra,Mulher,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
PI,Parnaíba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,14/05/2025 00:44:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,08:32,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
PI,Capitão de Campos,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,24/05/2025 14:26:00,MEIA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,11:13,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
MA,Timon,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/06/2025 13:29:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,09:11,não,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa indígena,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,São Raimundo Nonato,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,14/04/2025 18:16:00,MEIA - 2° LOTE,Aprovado,sim,21/06/2025,10:44,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Comecei no último ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,16/06/2025 12:50:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Prefiro não responder,Iniciante,Prefiro não responder,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Parnaíba,Brasil,UNINASSAU,Especialista/Pós-graduado,Não respondeu,Não respondeu,30/04/2025 20:34:00,MEIA - 2° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Sim
CE,Fortaleza,Brasil,Taller Technologies,Não respondeu,Não respondeu,Não respondeu,17/02/2025 15:25:00,PROMOCIONAL,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de cinco anos,Não
PI,Capitão de Campos,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,30/05/2025 13:31:00,INTEIRA - ÚLTIMO LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Não sei programar,"Não, mas pretendo"
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,12/03/2025 15:16:00,MEIA - 1° LOTE,Aprovado,sim,22/06/2025,09:49,sim,sim,SIM,Parte da comunidade LGBTQIA+,Intermediário,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,27/03/2025 21:25:00,MEIA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Ainda vou aprender,Prefiro não responder,Mulher,SIM,SIM,Não respondeu,Não sei programar,Não
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,05/03/2025 03:11:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,10:10,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
PI,Teresina,Brasil,UNIVERSIDADE FEDERAL DO PIAUÍ,Graduação,Ciências Exatas e da Terra,Ciência da Computação,17/02/2025 15:12:00,PROMOCIONAL,Aprovado,sim,21/06/2025,09:03,não,sim,SIM,Parte da comunidade LGBTQIA+,Iniciante,Uma pessoa branca,Mulher,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Sussuapara,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,29/05/2025 21:15:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,09:13,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de um ano,"Não, mas pretendo"
PE,Recife,Brasil,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Graduação,Engenharias,Engenharia Elétrica,13/05/2025 14:53:00,EXCLUSIVO PATROCINADORES,Aprovado,sim,21/06/2025,09:35,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Sim
MA,Caxias,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,05/03/2025 15:56:00,MEIA - 1° LOTE,Aprovado,sim,21/06/2025,10:32,não,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Há mais de três anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,02/03/2025 18:04:00,INTEIRA - 1° LOTE,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,"Não programo em Python, mas sei programar em outras linguagens",Não
SC,Imbituba,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,08/05/2025 02:28:00,INTEIRA - ÚLTIMO LOTE,Aprovado,sim,21/06/2025,15:23,sim,sim,SIM,Heterossexual / Cisgênero,Avançado,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de dez anos,Sim
PI,Teresina,Brasil,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,18/06/2025 21:49:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,22/06/2025,13:52,sim,sim,SIM,Heterossexual / Cisgênero,Intermediário,Uma pessoa branca,Homem,SIM,SIM,Não respondeu,Há mais de um ano,Não
PI,Teresina,Brasil,INSTITUTO FEDERAL DO PIAUÍ (IFPI),Graduação,Ciências Exatas e da Terra,Ciência da Computação,18/06/2025 18:18:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,sim,21/06/2025,10:49,sim,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Mulher,SIM,SIM,Não respondeu,Comecei no último ano,Não
MA,Timon,Brasil,IFPI - INSTITUTO FEDERAL DO PIAUÍ - CAMPUS TERESINA CENTRAL,Não respondeu,Não respondeu,Não respondeu,18/06/2025 15:47:00,INGRESSO SOCIAL - RESGATE COM O CUPOM,Aprovado,não,Não credenciado,Não credenciado,não,sim,SIM,Heterossexual / Cisgênero,Iniciante,Uma pessoa parda,Homem,SIM,SIM,Não respondeu,Comecei no último ano,"Não, mas pretendo"
